office,district,candidate,party,precinct,votes,absentee_votes
State Senate,,Herbert P. Weiss*,D,Pawtucket 2631,28,9
State Senate,,"Robert H. Morris, Jr.",D,North Providence 2415,111,37
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2601,26,3
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2602,25,8
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2603,101,21
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2604,43,7
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2607,35,14
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2608,24,16
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2609,5,1
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2626,6,1
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2627,40,11
State Senate,,"Robert H. Morris, Jr.",D,Pawtucket 2631,15,3
State Senate,,Meghan E. Kallman,D,North Providence 2415,54,18
State Senate,,Meghan E. Kallman,D,Pawtucket 2601,47,17
State Senate,,Meghan E. Kallman,D,Pawtucket 2602,80,19
State Senate,,Meghan E. Kallman,D,Pawtucket 2603,202,95
State Senate,,Meghan E. Kallman,D,Pawtucket 2604,123,62
State Senate,,Meghan E. Kallman,D,Pawtucket 2607,458,260
State Senate,,Meghan E. Kallman,D,Pawtucket 2608,444,280
State Senate,,Meghan E. Kallman,D,Pawtucket 2609,28,16
State Senate,,Meghan E. Kallman,D,Pawtucket 2626,21,12
State Senate,,Meghan E. Kallman,D,Pawtucket 2627,102,48
State Senate,,Meghan E. Kallman,D,Pawtucket 2631,103,43
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0401,85,18
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0402,44,7
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0403,129,56
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0404,99,38
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0405,27,9
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0406,67,20
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0407,29,1
State Senate,,Elizabeth A. Crowley*,D,Central Falls 0408,73,21
State Senate,,Elizabeth A. Crowley*,D,Pawtucket 2605,59,28
State Senate,,Elizabeth A. Crowley*,D,Pawtucket 2606,62,24
State Senate,,Elizabeth A. Crowley*,D,Pawtucket 2610,12,3
State Senate,,Elizabeth A. Crowley*,D,Pawtucket 2611,82,35
State Senate,,Jonathon Acosta,D,Central Falls 0401,125,38
State Senate,,Jonathon Acosta,D,Central Falls 0402,58,15
State Senate,,Jonathon Acosta,D,Central Falls 0403,180,95
State Senate,,Jonathon Acosta,D,Central Falls 0404,132,50
State Senate,,Jonathon Acosta,D,Central Falls 0405,77,38
State Senate,,Jonathon Acosta,D,Central Falls 0406,82,37
State Senate,,Jonathon Acosta,D,Central Falls 0407,31,8
State Senate,,Jonathon Acosta,D,Central Falls 0408,149,38
State Senate,,Jonathon Acosta,D,Pawtucket 2605,35,6
State Senate,,Jonathon Acosta,D,Pawtucket 2606,49,8
State Senate,,Jonathon Acosta,D,Pawtucket 2610,13,4
State Senate,,Jonathon Acosta,D,Pawtucket 2611,42,26
State Senate,,Leslie Estrada,D,Central Falls 0401,49,4
State Senate,,Leslie Estrada,D,Central Falls 0402,13,0
State Senate,,Leslie Estrada,D,Central Falls 0403,29,7
State Senate,,Leslie Estrada,D,Central Falls 0404,24,3
State Senate,,Leslie Estrada,D,Central Falls 0405,8,1
State Senate,,Leslie Estrada,D,Central Falls 0406,7,1
State Senate,,Leslie Estrada,D,Central Falls 0407,7,0
State Senate,,Leslie Estrada,D,Central Falls 0408,12,4
State Senate,,Leslie Estrada,D,Pawtucket 2605,10,0
State Senate,,Leslie Estrada,D,Pawtucket 2606,9,4
State Senate,,Leslie Estrada,D,Pawtucket 2610,3,3
State Senate,,Leslie Estrada,D,Pawtucket 2611,16,4
State Senate,,"John Douglas Barr, II",D,North Providence 2416,293,132
State Senate,,"William J. Conley, Jr.*",D,East Providence 1005,306,184
State Senate,,"William J. Conley, Jr.*",D,East Providence 1006,8,2
State Senate,,"William J. Conley, Jr.*",D,East Providence 1007,7,0
State Senate,,"William J. Conley, Jr.*",D,East Providence 1012,45,22
State Senate,,"William J. Conley, Jr.*",D,East Providence 1013,170,100
State Senate,,"William J. Conley, Jr.*",D,East Providence 1016,72,38
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2616,16,7
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2617,26,8
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2622,33,15
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2623,38,16
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2628,161,92
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2629,180,108
State Senate,,"William J. Conley, Jr.*",D,Pawtucket 2630,16,4
State Senate,,Cynthia M. Mendes,D,East Providence 1005,434,194
State Senate,,Cynthia M. Mendes,D,East Providence 1006,6,4
State Senate,,Cynthia M. Mendes,D,East Providence 1007,17,6
State Senate,,Cynthia M. Mendes,D,East Providence 1012,138,37
State Senate,,Cynthia M. Mendes,D,East Providence 1013,416,165
State Senate,,Cynthia M. Mendes,D,East Providence 1016,114,45
State Senate,,Cynthia M. Mendes,D,Pawtucket 2616,36,14
State Senate,,Cynthia M. Mendes,D,Pawtucket 2617,36,12
State Senate,,Cynthia M. Mendes,D,Pawtucket 2622,48,18
State Senate,,Cynthia M. Mendes,D,Pawtucket 2623,75,23
State Senate,,Cynthia M. Mendes,D,Pawtucket 2628,174,86
State Senate,,Cynthia M. Mendes,D,Pawtucket 2629,212,103
State Senate,,Cynthia M. Mendes,D,Pawtucket 2630,21,7
State Senate,,Ryan W. Pearson*,D,Cumberland 0801,136,59
State Senate,,Ryan W. Pearson*,D,Cumberland 0812,162,92
State Senate,,Roger A. Picard*,D,Cumberland 0802,258,105
State Senate,,Roger A. Picard*,D,Cumberland 0803,168,92
State Senate,,Roger A. Picard*,D,Cumberland 0804,33,16
State Senate,,Roger A. Picard*,D,Cumberland 0809,70,41
State Senate,,Roger A. Picard*,D,Woonsocket 3901,16,6
State Senate,,Roger A. Picard*,D,Woonsocket 3905,90,30
State Senate,,Roger A. Picard*,D,Woonsocket 3910,303,126
State Senate,,Stephen R. Archambault*,D,Johnston 1606,30,15
State Senate,,Stephen R. Archambault*,D,North Providence 2407,297,64
State Senate,,Stephen R. Archambault*,D,North Providence 2409,57,25
State Senate,,Stephen R. Archambault*,D,Smithfield 3101,201,79
State Senate,,Stephen R. Archambault*,D,Smithfield 3103,316,133
State Senate,,Stephen R. Archambault*,D,Smithfield 3104,137,62
State Senate,,Stephen R. Archambault*,D,Smithfield 3105,304,137
State Senate,,Melanie G. DuPont,D,Johnston 1606,27,10
State Senate,,Melanie G. DuPont,D,North Providence 2407,218,71
State Senate,,Melanie G. DuPont,D,North Providence 2409,33,11
State Senate,,Melanie G. DuPont,D,Smithfield 3101,107,46
State Senate,,Melanie G. DuPont,D,Smithfield 3103,206,92
State Senate,,Melanie G. DuPont,D,Smithfield 3104,120,60
State Senate,,Melanie G. DuPont,D,Smithfield 3105,216,112
State Senate,,Paul A. Roselli*,D,Burrillville 0301,169,88
State Senate,,Paul A. Roselli*,D,Burrillville 0303,272,159
State Senate,,Paul A. Roselli*,D,Burrillville 0306,76,41
State Senate,,Paul A. Roselli*,D,Glocester 1301,260,142
State Senate,,Paul A. Roselli*,D,Glocester 1303,35,20
State Senate,,Paul A. Roselli*,D,Glocester 1304,84,46
State Senate,,Melissa A. Murray*,D,Woonsocket 3907,259,110
State Senate,,"Frank Lombardo, III*",D,Johnston 1601,188,99
State Senate,,"Frank Lombardo, III*",D,Johnston 1603,276,129
State Senate,,"Frank Lombardo, III*",D,Johnston 1604,131,48
State Senate,,"Frank Lombardo, III*",D,Johnston 1605,99,38
State Senate,,"Frank Lombardo, III*",D,Johnston 1607,68,39
State Senate,,"Frank Lombardo, III*",D,Johnston 1608,182,58
State Senate,,"Frank Lombardo, III*",D,Johnston 1609,193,94
State Senate,,"Frank Lombardo, III*",D,Johnston 1610,404,167
State Senate,,"Frank Lombardo, III*",D,Johnston 1611,190,82
State Senate,,"Frank Lombardo, III*",D,Johnston 1612,169,70
State Senate,,"Frank Lombardo, III*",D,Johnston 1613,121,52
State Senate,,Frank S. Lombardi*,D,Cranston 0701,226,102
State Senate,,Frank S. Lombardi*,D,Cranston 0702,163,47
State Senate,,Frank S. Lombardi*,D,Cranston 0703,152,87
State Senate,,Frank S. Lombardi*,D,Cranston 0706,210,91
State Senate,,Frank S. Lombardi*,D,Cranston 0707,197,106
State Senate,,Frank S. Lombardi*,D,Cranston 0716,171,91
State Senate,,Frank S. Lombardi*,D,Cranston 0730,240,104
State Senate,,Frank S. Lombardi*,D,Cranston 0731,244,104
State Senate,,Hanna M. Gallo*,D,Cranston 0708,275,135
State Senate,,Hanna M. Gallo*,D,Cranston 0709,252,124
State Senate,,Hanna M. Gallo*,D,Cranston 0710,339,155
State Senate,,Hanna M. Gallo*,D,Cranston 0711,225,98
State Senate,,Hanna M. Gallo*,D,Cranston 0712,287,161
State Senate,,Hanna M. Gallo*,D,Cranston 0713,283,150
State Senate,,Hanna M. Gallo*,D,Cranston 0717,120,59
State Senate,,Hanna M. Gallo*,D,Cranston 0718,120,49
State Senate,,Hanna M. Gallo*,D,Cranston 0719,204,107
State Senate,,Hanna M. Gallo*,D,Cranston 0720,86,37
State Senate,,Hanna M. Gallo*,D,Cranston 0728,3,3
State Senate,,Hanna M. Gallo*,D,West Warwick 3806,79,32
State Senate,,Joshua Miller*,D,Cranston 0704,54,25
State Senate,,Joshua Miller*,D,Cranston 0705,47,15
State Senate,,Joshua Miller*,D,Cranston 0714,60,28
State Senate,,Joshua Miller*,D,Cranston 0715,211,95
State Senate,,Joshua Miller*,D,Cranston 0721,305,132
State Senate,,Joshua Miller*,D,Cranston 0722,127,44
State Senate,,Joshua Miller*,D,Cranston 0723,587,256
State Senate,,Joshua Miller*,D,Cranston 0724,560,294
State Senate,,Joshua Miller*,D,Cranston 0725,476,223
State Senate,,Joshua Miller*,D,Cranston 0726,199,81
State Senate,,Joshua Miller*,D,Cranston 0727,310,157
State Senate,,Joshua Miller*,D,Providence 2834,42,19
State Senate,,Michael J. McCaffrey*,D,Warwick 3501,308,167
State Senate,,Michael J. McCaffrey*,D,Warwick 3502,243,94
State Senate,,Michael J. McCaffrey*,D,Warwick 3503,105,51
State Senate,,Michael J. McCaffrey*,D,Warwick 3512,129,65
State Senate,,Michael J. McCaffrey*,D,Warwick 3513,260,155
State Senate,,Michael J. McCaffrey*,D,Warwick 3514,289,139
State Senate,,Michael J. McCaffrey*,D,Warwick 3515,306,137
State Senate,,Michael J. McCaffrey*,D,Warwick 3516,62,31
State Senate,,Michael J. McCaffrey*,D,Warwick 3517,93,38
State Senate,,Michael J. McCaffrey*,D,Warwick 3521,157,90
State Senate,,Jennifer T. Rourke,D,Warwick 3501,336,168
State Senate,,Jennifer T. Rourke,D,Warwick 3502,287,137
State Senate,,Jennifer T. Rourke,D,Warwick 3503,105,50
State Senate,,Jennifer T. Rourke,D,Warwick 3512,84,33
State Senate,,Jennifer T. Rourke,D,Warwick 3513,95,33
State Senate,,Jennifer T. Rourke,D,Warwick 3514,170,73
State Senate,,Jennifer T. Rourke,D,Warwick 3515,178,67
State Senate,,Jennifer T. Rourke,D,Warwick 3516,39,10
State Senate,,Jennifer T. Rourke,D,Warwick 3517,29,17
State Senate,,Jennifer T. Rourke,D,Warwick 3521,80,35
State Senate,,Jeanine Calkin*,D,Warwick 3506,75,42
State Senate,,Jeanine Calkin*,D,Warwick 3507,25,12
State Senate,,Jeanine Calkin*,D,Warwick 3518,183,103
State Senate,,Jeanine Calkin*,D,Warwick 3519,226,112
State Senate,,Jeanine Calkin*,D,Warwick 3520,165,90
State Senate,,Jeanine Calkin*,D,Warwick 3522,122,55
State Senate,,Jeanine Calkin*,D,Warwick 3523,192,111
State Senate,,Jeanine Calkin*,D,Warwick 3524,119,61
State Senate,,Jeanine Calkin*,D,Warwick 3525,175,95
State Senate,,Jeanine Calkin*,D,Warwick 3526,46,33
State Senate,,Jeanine Calkin*,D,Warwick 3527,181,103
State Senate,,Mark P. McKenney,D,Warwick 3506,41,22
State Senate,,Mark P. McKenney,D,Warwick 3507,36,15
State Senate,,Mark P. McKenney,D,Warwick 3518,207,97
State Senate,,Mark P. McKenney,D,Warwick 3519,183,73
State Senate,,Mark P. McKenney,D,Warwick 3520,109,49
State Senate,,Mark P. McKenney,D,Warwick 3522,76,38
State Senate,,Mark P. McKenney,D,Warwick 3523,231,118
State Senate,,Mark P. McKenney,D,Warwick 3524,80,36
State Senate,,Mark P. McKenney,D,Warwick 3525,109,67
State Senate,,Mark P. McKenney,D,Warwick 3526,43,23
State Senate,,Mark P. McKenney,D,Warwick 3527,102,48
State Senate,,Steve Merolla*,D,Warwick 3504,80,47
State Senate,,Steve Merolla*,D,Warwick 3505,31,12
State Senate,,Steve Merolla*,D,Warwick 3508,60,30
State Senate,,Steve Merolla*,D,Warwick 3509,29,21
State Senate,,Steve Merolla*,D,Warwick 3510,34,15
State Senate,,Steve Merolla*,D,Warwick 3511,71,42
State Senate,,Steve Merolla*,D,Warwick 3528,29,19
State Senate,,Steve Merolla*,D,Warwick 3529,78,56
State Senate,,Steve Merolla*,D,Warwick 3530,149,72
State Senate,,Steve Merolla*,D,Warwick 3531,173,82
State Senate,,Steve Merolla*,D,Warwick 3532,49,27
State Senate,,Steve Merolla*,D,Warwick 3533,69,41
State Senate,,Kendra Anderson,D,Warwick 3504,229,109
State Senate,,Kendra Anderson,D,Warwick 3505,68,32
State Senate,,Kendra Anderson,D,Warwick 3508,148,46
State Senate,,Kendra Anderson,D,Warwick 3509,16,10
State Senate,,Kendra Anderson,D,Warwick 3510,90,53
State Senate,,Kendra Anderson,D,Warwick 3511,77,52
State Senate,,Kendra Anderson,D,Warwick 3528,38,19
State Senate,,Kendra Anderson,D,Warwick 3529,81,58
State Senate,,Kendra Anderson,D,Warwick 3530,82,45
State Senate,,Kendra Anderson,D,Warwick 3531,129,80
State Senate,,Kendra Anderson,D,Warwick 3532,23,7
State Senate,,Kendra Anderson,D,Warwick 3533,35,16
State Senate,,Brian S. Dunckley,D,Warwick 3504,102,43
State Senate,,Brian S. Dunckley,D,Warwick 3505,16,3
State Senate,,Brian S. Dunckley,D,Warwick 3508,81,29
State Senate,,Brian S. Dunckley,D,Warwick 3509,21,16
State Senate,,Brian S. Dunckley,D,Warwick 3510,74,23
State Senate,,Brian S. Dunckley,D,Warwick 3511,136,59
State Senate,,Brian S. Dunckley,D,Warwick 3528,30,9
State Senate,,Brian S. Dunckley,D,Warwick 3529,82,30
State Senate,,Brian S. Dunckley,D,Warwick 3530,89,38
State Senate,,Brian S. Dunckley,D,Warwick 3531,85,42
State Senate,,Brian S. Dunckley,D,Warwick 3532,26,10
State Senate,,Brian S. Dunckley,D,Warwick 3533,29,15
State Senate,,Michael F. Mita,D,Warwick 3504,43,26
State Senate,,Michael F. Mita,D,Warwick 3505,16,7
State Senate,,Michael F. Mita,D,Warwick 3508,14,2
State Senate,,Michael F. Mita,D,Warwick 3509,12,2
State Senate,,Michael F. Mita,D,Warwick 3510,54,18
State Senate,,Michael F. Mita,D,Warwick 3511,46,18
State Senate,,Michael F. Mita,D,Warwick 3528,56,27
State Senate,,Michael F. Mita,D,Warwick 3529,69,30
State Senate,,Michael F. Mita,D,Warwick 3530,132,47
State Senate,,Michael F. Mita,D,Warwick 3531,168,49
State Senate,,Michael F. Mita,D,Warwick 3532,19,11
State Senate,,Michael F. Mita,D,Warwick 3533,24,5
State Senate,,Cynthia Armour Coyne*,D,Bristol 0203,383,226
State Senate,,Cynthia Armour Coyne*,D,Bristol 0204,182,93
State Senate,,Cynthia Armour Coyne*,D,Bristol 0209,23,8
State Senate,,Leonidas P. Raptakis*,D,Coventry 0601,65,21
State Senate,,Leonidas P. Raptakis*,D,Coventry 0602,22,5
State Senate,,Leonidas P. Raptakis*,D,Coventry 0603,111,56
State Senate,,Leonidas P. Raptakis*,D,Coventry 0604,138,56
State Senate,,Leonidas P. Raptakis*,D,Coventry 0609,89,36
State Senate,,Leonidas P. Raptakis*,D,Coventry 0610,59,27
State Senate,,Leonidas P. Raptakis*,D,Coventry 0611,92,45
State Senate,,Leonidas P. Raptakis*,D,Coventry 0613,125,65
State Senate,,Leonidas P. Raptakis*,D,Coventry 0615,254,134
State Senate,,Leonidas P. Raptakis*,D,Coventry 0618,35,22
State Senate,,Leonidas P. Raptakis*,D,East Greenwich 0901,48,24
State Senate,,Leonidas P. Raptakis*,D,West Greenwich 3702,62,26
State Senate,,Leonidas P. Raptakis*,D,West Greenwich 3704,47,28
State Senate,,Jennifer C. Douglas,D,Charlestown 0501,144,59
State Senate,,Jennifer C. Douglas,D,Charlestown 0502,141,66
State Senate,,Jennifer C. Douglas,D,Exeter 1101,89,47
State Senate,,Jennifer C. Douglas,D,Exeter 1103,202,116
State Senate,,Jennifer C. Douglas,D,Hopkinton 1401,238,113
State Senate,,Jennifer C. Douglas,D,Hopkinton 1402,162,91
State Senate,,Jennifer C. Douglas,D,Hopkinton 1403,57,34
State Senate,,Jennifer C. Douglas,D,Richmond 2902,356,181
State Senate,,Jennifer C. Douglas,D,West Greenwich 3703,41,20
State Senate,,Bridget G. Valverde*,D,East Greenwich 0903,423,217
State Senate,,Bridget G. Valverde*,D,East Greenwich 0905,345,203
State Senate,,Bridget G. Valverde*,D,Narragansett 2001,60,32
State Senate,,Bridget G. Valverde*,D,Narragansett 2004,468,275
State Senate,,Bridget G. Valverde*,D,Narragansett 2005,355,221
State Senate,,Bridget G. Valverde*,D,North Kingstown 2301,186,106
State Senate,,Bridget G. Valverde*,D,North Kingstown 2306,266,151
State Senate,,Bridget G. Valverde*,D,South Kingstown 3201,119,54
State Senate,,Alana DiMario*,D,Narragansett 2002,424,236
State Senate,,Alana DiMario*,D,Narragansett 2003,384,212
State Senate,,Alana DiMario*,D,North Kingstown 2304,649,348
State Senate,,Alana DiMario*,D,North Kingstown 2309,1042,616
State Senate,,Ellen S. Waxman,D,Narragansett 2002,80,33
State Senate,,Ellen S. Waxman,D,Narragansett 2003,69,24
State Senate,,Ellen S. Waxman,D,North Kingstown 2304,283,130
State Senate,,Ellen S. Waxman,D,North Kingstown 2309,392,200
State Senate,,Virginia S. Sosnowski*,D,New Shoreham 2201,138,67
State Senate,,Virginia S. Sosnowski*,D,South Kingstown 3202,638,403
State Senate,,Virginia S. Sosnowski*,D,South Kingstown 3204,613,329
State Senate,,Virginia S. Sosnowski*,D,South Kingstown 3207,1000,621
State Senate,,Virginia S. Sosnowski*,D,South Kingstown 3209,133,73
State Senate,,Maggie A. Kain,D,New Shoreham 2201,80,27
State Senate,,Maggie A. Kain,D,South Kingstown 3202,320,165
State Senate,,Maggie A. Kain,D,South Kingstown 3204,571,268
State Senate,,Maggie A. Kain,D,South Kingstown 3207,580,326
State Senate,,Maggie A. Kain,D,South Kingstown 3209,92,45
State House,,Edith H. Ajello*,D,Providence 2801,31,5
State House,,Edith H. Ajello*,D,Providence 2807,0,0
State House,,Edith H. Ajello*,D,Providence 2835,63,48
State House,,Edith H. Ajello*,D,Providence 2836,3,2
State House,,Christopher R. Blazejewski*,D,Providence 2810,26,17
State House,,Christopher R. Blazejewski*,D,Providence 2837,140,63
State House,,Christopher R. Blazejewski*,D,Providence 2838,73,23
State House,,Christopher R. Blazejewski*,D,Providence 2839,186,50
State House,,Moira J. Walsh,D,Providence 2811,226,96
State House,,Moira J. Walsh,D,Providence 2841,41,12
State House,,Nathan W. Biah,D,Providence 2811,469,112
State House,,Nathan W. Biah,D,Providence 2841,22,5
State House,,Rebecca M. Kislak*,D,Providence 2818,637,244
State House,,Marcia P. Ranglin-Vassell,D,Providence 2819,252,102
State House,,Marcia P. Ranglin-Vassell,D,Providence 2820,221,57
State House,,Marcia P. Ranglin-Vassell,D,Providence 2842,35,10
State House,,Marcia P. Ranglin-Vassell,D,Providence 2844,287,96
State House,,Raymond A. Hull*,D,North Providence 2401,230,62
State House,,Raymond A. Hull*,D,Providence 2846,371,110
State House,,Raymond A. Hull*,D,Providence 2847,71,4
State House,,Raymond A. Hull*,D,Providence 2850,309,96
State House,,Angel Subervi*,D,Providence 2853,100,33
State House,,Angel Subervi*,D,Providence 2854,303,64
State House,,Daniel P. McKiernan,D,Providence 2853,173,81
State House,,Daniel P. McKiernan,D,Providence 2854,320,94
State House,,David Morales,D,Providence 2853,243,96
State House,,David Morales,D,Providence 2854,632,212
State House,,John J. Lombardi*,D,Providence 2859,117,31
State House,,John J. Lombardi*,D,Providence 2863,981,410
State House,,Darwin Castro,D,Providence 2859,28,5
State House,,Darwin Castro,D,Providence 2863,93,33
State House,,Anastasia P. Williams*,D,Providence 2822,31,11
State House,,Anastasia P. Williams*,D,Providence 2864,55,17
State House,,Anastasia P. Williams*,D,Providence 2867,337,140
State House,,Anastasia P. Williams*,D,Providence 2868,192,54
State House,,Anastasia P. Williams*,D,Providence 2869,97,16
State House,,Scott A. Slater,D,Providence 2871,130,22
State House,,Grace Diaz*,D,Providence 2826,500,198
State House,,Grace Diaz*,D,Providence 2830,230,81
State House,,Laura Perez,D,Providence 2826,169,44
State House,,Laura Perez,D,Providence 2830,107,35
State House,,Carlos Cedeno,D,Providence 2831,433,161
State House,,Carlos Cedeno,D,Providence 2834,24,10
State House,,Jose F. Batista,D,Providence 2831,556,268
State House,,Jose F. Batista,D,Providence 2834,33,16
State House,,Mario F. Mendez*,D,Johnston 1601,89,35
State House,,Mario F. Mendez*,D,Providence 2875,151,48
State House,,Ramon A. Perez,D,Johnston 1601,137,87
State House,,Ramon A. Perez,D,Providence 2875,624,492
State House,,Janice A. Falconer,D,Johnston 1601,24,3
State House,,Janice A. Falconer,D,Providence 2875,111,23
State House,,Charlene Lima*,D,Cranston 0701,216,104
State House,,Charlene Lima*,D,Cranston 0702,153,43
State House,,Charlene Lima*,D,Cranston 0703,148,87
State House,,Charlene Lima*,D,Cranston 0704,60,26
State House,,Charlene Lima*,D,Cranston 0705,47,18
State House,,Charlene Lima*,D,Providence 2877,48,10
State House,,Nicholas A. Mattiello*,D,Cranston 0706,176,72
State House,,Nicholas A. Mattiello*,D,Cranston 0707,195,107
State House,,Nicholas A. Mattiello*,D,Cranston 0708,236,109
State House,,Nicholas A. Mattiello*,D,Cranston 0709,212,98
State House,,Christopher T. Millea*,D,Cranston 0710,115,53
State House,,Christopher T. Millea*,D,Cranston 0711,104,46
State House,,Christopher T. Millea*,D,Cranston 0712,194,88
State House,,Christopher T. Millea*,D,Cranston 0713,154,79
State House,,Christopher T. Millea*,D,Cranston 0714,18,7
State House,,Christopher T. Millea*,D,Cranston 0715,90,37
State House,,Brandon C. Potter,D,Cranston 0710,279,120
State House,,Brandon C. Potter,D,Cranston 0711,171,75
State House,,Brandon C. Potter,D,Cranston 0712,156,97
State House,,Brandon C. Potter,D,Cranston 0713,178,88
State House,,Brandon C. Potter,D,Cranston 0714,54,24
State House,,Brandon C. Potter,D,Cranston 0715,166,69
State House,,Jacquelyn M. Baginski,D,Cranston 0716,154,86
State House,,Jacquelyn M. Baginski,D,Cranston 0717,109,52
State House,,Jacquelyn M. Baginski,D,Cranston 0718,108,45
State House,,Jacquelyn M. Baginski,D,Cranston 0719,182,100
State House,,Jacquelyn M. Baginski,D,Cranston 0720,84,35
State House,,Jacquelyn M. Baginski,D,Cranston 0721,298,125
State House,,Jacquelyn M. Baginski,D,Cranston 0722,122,37
State House,,Arthur Handy*,D,Cranston 0723,563,249
State House,,Arthur Handy*,D,Cranston 0724,557,290
State House,,Arthur Handy*,D,Cranston 0725,465,221
State House,,Arthur Handy*,D,Cranston 0726,195,76
State House,,Joseph McNamara*,D,Cranston 0727,191,96
State House,,Joseph McNamara*,D,Warwick 3501,410,222
State House,,Joseph McNamara*,D,Warwick 3502,321,147
State House,,Joseph McNamara*,D,Warwick 3503,124,64
State House,,Joseph McNamara*,D,Warwick 3504,292,147
State House,,Joseph McNamara*,D,Warwick 3505,83,33
State House,,Stuart A. Wilson,D,Cranston 0727,132,62
State House,,Stuart A. Wilson,D,Warwick 3501,228,114
State House,,Stuart A. Wilson,D,Warwick 3502,199,80
State House,,Stuart A. Wilson,D,Warwick 3503,84,36
State House,,Stuart A. Wilson,D,Warwick 3504,164,78
State House,,Stuart A. Wilson,D,Warwick 3505,49,20
State House,,David A. Bennett*,D,Cranston 0728,4,4
State House,,David A. Bennett*,D,Warwick 3506,99,57
State House,,David A. Bennett*,D,Warwick 3507,57,26
State House,,David A. Bennett*,D,Warwick 3508,264,105
State House,,David A. Bennett*,D,Warwick 3509,70,43
State House,,David A. Bennett*,D,Warwick 3510,204,93
State House,,David A. Bennett*,D,Warwick 3511,271,152
State House,,Camille F. Vella-Wilkinson*,D,Warwick 3512,185,83
State House,,Camille F. Vella-Wilkinson*,D,Warwick 3513,292,161
State House,,Camille F. Vella-Wilkinson*,D,Warwick 3514,348,168
State House,,Camille F. Vella-Wilkinson*,D,Warwick 3515,389,165
State House,,"Joseph J. Solomon, Jr.*",D,Warwick 3516,85,38
State House,,"Joseph J. Solomon, Jr.*",D,Warwick 3517,90,47
State House,,"Joseph J. Solomon, Jr.*",D,Warwick 3518,303,163
State House,,"Joseph J. Solomon, Jr.*",D,Warwick 3519,314,147
State House,,"Joseph J. Solomon, Jr.*",D,Warwick 3520,230,123
State House,,K. Joseph Shekarchi*,D,Warwick 3521,189,110
State House,,K. Joseph Shekarchi*,D,Warwick 3522,164,81
State House,,K. Joseph Shekarchi*,D,Warwick 3523,332,184
State House,,K. Joseph Shekarchi*,D,Warwick 3524,172,90
State House,,K. Joseph Shekarchi*,D,Warwick 3525,246,148
State House,,Evan P. Shanley,D,Warwick 3526,81,54
State House,,Evan P. Shanley,D,Warwick 3527,257,142
State House,,Evan P. Shanley,D,Warwick 3528,135,68
State House,,Evan P. Shanley,D,Warwick 3529,267,155
State House,,Evan P. Shanley,D,Warwick 3530,388,180
State House,,Evan P. Shanley,D,Warwick 3531,463,228
State House,,Thomas E. Noret*,D,Coventry 0601,72,23
State House,,Thomas E. Noret*,D,Coventry 0602,21,5
State House,,Thomas E. Noret*,D,West Warwick 3801,196,93
State House,,Thomas E. Noret*,D,West Warwick 3802,95,40
State House,,Thomas E. Noret*,D,West Warwick 3803,81,28
State House,,Thomas E. Noret*,D,West Warwick 3810,163,66
State House,,James B. Jackson*,D,Coventry 0603,117,49
State House,,James B. Jackson*,D,Warwick 3532,84,43
State House,,James B. Jackson*,D,West Warwick 3804,395,202
State House,,James B. Jackson*,D,West Warwick 3805,105,50
State House,,James B. Jackson*,D,West Warwick 3806,84,33
State House,,Patricia A. Serpa*,D,Coventry 0604,109,35
State House,,Patricia A. Serpa*,D,Warwick 3533,89,48
State House,,Patricia A. Serpa*,D,West Warwick 3807,267,136
State House,,Patricia A. Serpa*,D,West Warwick 3808,234,105
State House,,Patricia A. Serpa*,D,West Warwick 3809,232,133
State House,,Nicholas E. Delmenico,D,Coventry 0604,46,25
State House,,Nicholas E. Delmenico,D,Warwick 3533,70,31
State House,,Nicholas E. Delmenico,D,West Warwick 3807,91,44
State House,,Nicholas E. Delmenico,D,West Warwick 3808,118,42
State House,,Nicholas E. Delmenico,D,West Warwick 3809,69,42
State House,,Scott J. Guthrie*,D,Coventry 0605,70,26
State House,,Scott J. Guthrie*,D,Coventry 0606,264,111
State House,,Scott J. Guthrie*,D,Coventry 0609,90,37
State House,,Scott J. Guthrie*,D,Coventry 0610,57,26
